	GSM484148	GSM484150	GSM484151	GSM484152	GSM484153	GSM484159	GSM484160	GSM484161	GSM484162	GSM484163	GSM484164	GSM484165	GSM484166	GSM484167	GSM484168	GSM484169	GSM484170	GSM484172	GSM484173	GSM484174	GSM484175	GSM484176	GSM484177	GSM484178	GSM484179	GSM484180	GSM484181	GSM484182	GSM484183	GSM484184	GSM484185	GSM484186	GSM484187	GSM484188	GSM484189	GSM484190	GSM484191	GSM484192	GSM484193	GSM484194	GSM484196	GSM484197	GSM484198	GSM484199	GSM484200	GSM484202	GSM484203	GSM689005	GSM689006	GSM689007	GSM689008	GSM689009	GSM689010	GSM689011	GSM689012	GSM689013	GSM689014	GSM689015	GSM689016	GSM689017	GSM689018	GSM689019	GSM689020	GSM689021	GSM689022	GSM689023	GSM689024	GSM689025	GSM689026	GSM689027	GSM689028	GSM689029	GSM689030	GSM689031	GSM689032	GSM689033	GSM689034	GSM689035	GSM689036	GSM689037	GSM689038	GSM689039	GSM689040	GSM689041	GSM689042	GSM689043	GSM689044	GSM689045	GSM689046	GSM689047	GSM689048	GSM689049	GSM689050	GSM689051
EPM2A_P64_R	0.0355	0.03802	0.03417	0.03876	0.03445	0.0354	0.02935	0.03483	0.03	0.04026	0.02685	0.0381	0.03112	0.04804	0.03251	0.0257	0.02689	0.03478	0.04275	0.0497	0.037	0.03093	0.03741	0.02838	0.02785	0.02614	0.03265	0.03144	0.03681	0.04307	0.03428	0.03143	0.03492	0.0281	0.03253	0.03203	0.03269	0.03509	0.03289	0.04379	0.03894	0.03971	0.04045	0.02416	0.03334	0.02953	0.03875	0.02914	0.0399	0.02553	0.05195	0.0354	0.03016	0.03306	0.03706	0.03293	0.02334	0.03821	0.03954	0.02717	0.02969	0.03273	0.03353	0.03634	0.04383	0.02587	0.03709	0.03504	0.02586	0.04209	0.03729	0.03395	0.03182	0.03101	0.02557	0.03191	0.04122	0.0356	0.02692	0.0476	0.03382	0.03945	0.04639	0.03494	0.05306	0.04378	0.04501	0.0481	0.04604	0.03527	0.04112	0.04689	0.05183	0.03802
EPO_E244_R	0.07957	0.07386	0.07385	0.10017	0.08057	0.05439	0.04914	0.12594	0.03121	0.09315	0.08805	0.10325	0.0689	0.08835	0.04857	0.06079	0.07463	0.08067	0.08744	0.07887	0.08355	0.05851	0.07666	0.05623	0.05844	0.05978	0.09209	0.12962	0.04806	0.0528	0.04181	0.07488	0.05367	0.07166	0.07788	0.08395	0.08476	0.07045	0.13542	0.11145	0.0976	0.09686	0.10235	0.15008	0.06832	0.06228	0.02601	0.02539	0.14782	0.04753	0.20841	0.12648	0.11935	0.14603	0.17179	0.13108	0.06374	0.0877	0.09175	0.47072	0.02247	0.63621	0.05972	0.11313	0.34099	0.0939	0.09593	0.08691	0.027	0.15559	0.6262	0.10635	0.07588	0.0914	0.13594	0.06224	0.11554	0.15591	0.09847	0.52328	0.17977	0.31271	0.18126	0.0982	0.35946	0.13338	0.0453	0.73712	0.19631	0.02569	0.48141	0.07068	0.10448	0.04152
EPO_P162_R	0.51764	0.43925	0.49476	0.46896	0.49407	0.45392	0.49088	0.4524	0.40692	0.44595	0.43823	0.43096	0.40459	0.40421	0.50728	0.41705	0.43709	0.4516	0.39123	0.37568	0.53774	0.41585	0.44707	0.42272	0.44338	0.38705	0.3936	0.43488	0.29667	0.37496	0.38108	0.35182	0.52179	0.44527	0.50147	0.43978	0.42427	0.42339	0.48334	0.39185	0.5018	0.47659	0.44872	0.40924	0.46594	0.43535	0.3644	0.56191	0.39801	0.38064	0.41313	0.43047	0.40029	0.33749	0.32785	0.38496	0.41557	0.46305	0.40761	0.51055	0.75009	0.47724	0.40883	0.44269	0.47129	0.49495	0.53747	0.48802	0.30603	0.51108	0.45939	0.48027	0.53167	0.61913	0.48907	0.42474	0.50728	0.48347	0.47006	0.3305	0.5047	0.39164	0.38518	0.44126	0.43085	0.50106	0.24743	0.43046	0.50533	0.2679	0.4385	0.51064	0.37671	0.38981
EPS8_E231_F	0.38079	0.28126	0.33288	0.33327	0.36409	0.32065	0.20568	0.3206	0.277	0.31667	0.27002	0.28213	0.30152	0.2825	0.25492	0.27696	0.27204	0.31376	0.35989	0.30872	0.32373	0.31062	0.29998	0.2792	0.29936	0.28855	0.25643	0.29752	0.27995	0.3733	0.28134	0.23806	0.28121	0.3456	0.3131	0.27935	0.25864	0.25147	0.2716	0.27784	0.28806	0.35991	0.3503	0.26908	0.3551	0.30181	0.38205	0.24906	0.22645	0.26845	0.23237	0.30209	0.32038	0.26971	0.19099	0.28943	0.23809	0.33764	0.31526	0.27244	0.3402	0.24056	0.28668	0.27467	0.27297	0.28263	0.33986	0.26644	0.08384	0.28674	0.31695	0.30516	0.28777	0.27961	0.28357	0.22121	0.34603	0.3025	0.22403	0.21044	0.30032	0.22819	0.27291	0.30187	0.30698	0.34866	0.21677	0.31105	0.36389	0.22401	0.23018	0.24899	0.26839	0.28378
EPS8_P437_F	0.29531	0.28565	0.26444	0.26829	0.2822	0.28831	0.1685	0.21008	0.17719	0.31032	0.13713	0.20829	0.18215	0.21427	0.22574	0.18677	0.21872	0.24177	0.25619	0.17674	0.29456	0.23418	0.24553	0.18987	0.19552	0.24769	0.18005	0.23011	0.22575	0.19131	0.23075	0.17253	0.28391	0.27046	0.22582	0.16025	0.27983	0.18383	0.22024	0.24826	0.26479	0.24209	0.26995	0.15679	0.21047	0.1932	0.33238	0.25906	0.26063	0.28347	0.17379	0.24082	0.18689	0.18599	0.1516	0.07946	0.2968	0.27706	0.209	0.24674	0.17764	0.25989	0.22366	0.23069	0.21521	0.31023	0.21947	0.19959	0.03859	0.24699	0.2099	0.2643	0.27536	0.20341	0.23566	0.18119	0.26493	0.19302	0.24129	0.09515	0.22218	0.17754	0.30306	0.13553	0.17268	0.16474	0.18945	0.17768	0.21514	0.19283	0.19344	0.07733	0.11059	0.0996
ER_seq_a1_S60_F	0.16394	0.12353	0.13664	0.15794	0.16457	0.11037	0.08193	0.17307	0.1158	0.15029	0.10207	0.11261	0.11428	0.14033	0.09921	0.0863	0.08655	0.09875	0.14634	0.16432	0.17839	0.12252	0.12387	0.1197	0.12465	0.12557	0.10988	0.14444	0.13012	0.15111	0.1101	0.09123	0.15324	0.1523	0.10805	0.11499	0.11609	0.09353	0.12943	0.11895	0.14549	0.14779	0.11646	0.15759	0.14045	0.14803	0.02879	0.17409	0.10676	0.12813	0.12138	0.10659	0.12708	0.08303	0.12515	0.71832	0.10785	0.12032	0.12129	0.11842	0.1699	0.13872	0.10293	0.10993	0.14951	0.12522	0.15844	0.14612	0.05343	0.17785	0.11127	0.15648	0.12422	0.1792	0.24882	0.13101	0.12977	0.10973	0.09321	0.53003	0.19198	0.10717	0.18269	0.16238	0.12699	0.09834	0.09358	0.16311	0.12179	0.12056	0.15425	0.22037	0.24907	0.22861
ERBB2_P59_R	0.0211	0.02249	0.01771	0.01834	0.02173	0.01925	0.02136	0.02478	0.01965	0.02697	0.025	0.01984	0.02171	0.02943	0.02089	0.02025	0.01825	0.02118	0.02891	0.03026	0.02168	0.02043	0.01792	0.01799	0.01783	0.01823	0.02008	0.02175	0.02284	0.02673	0.02058	0.02061	0.02233	0.01609	0.01969	0.02021	0.01881	0.02167	0.02321	0.02927	0.02028	0.02171	0.02092	0.028	0.01638	0.01647	0.02364	0.07059	0.05118	0.06506	0.04564	0.05269	0.07084	0.03885	0.05961	0.02853	0.02452	0.05697	0.02884	0.05405	0.03817	0.05096	0.04797	0.08686	0.05752	0.05083	0.02581	0.08088	0.07619	0.09147	0.08618	0.07644	0.10099	0.02543	0.07703	0.059	0.06899	0.11031	0.02525	0.0289	0.08165	0.0354	0.03327	0.03446	0.03466	0.04649	0.08119	0.04367	0.03118	0.06428	0.06588	0.12171	0.07251	0.03458
ERBB3_E331_F	0.12721	0.0964	0.10759	0.11383	0.15439	0.09289	0.06016	0.1013	0.07304	0.12631	0.08865	0.11082	0.07727	0.10141	0.10383	0.08042	0.0865	0.11242	0.12996	0.11437	0.11287	0.10121	0.14191	0.0924	0.11285	0.08223	0.0783	0.08649	0.09523	0.10168	0.09327	0.09356	0.11851	0.13092	0.0832	0.08208	0.08569	0.07686	0.13229	0.10583	0.10374	0.12503	0.11609	0.11728	0.10047	0.10533	0.06093	0.10412	0.12229	0.08641	0.10252	0.11244	0.09373	0.10536	0.08345	0.14276	0.09462	0.08754	0.09661	0.12458	0.12418	0.15191	0.08344	0.11005	0.13938	0.08402	0.12129	0.06682	0.04477	0.15381	0.07657	0.17755	0.09538	0.10098	0.1182	0.06724	0.11345	0.07831	0.08513	0.13547	0.10482	0.09078	0.1488	0.12391	0.10513	0.11548	0.109	0.11416	0.21663	0.06716	0.13554	0.18346	0.12974	0.16501
ERBB3_P870_R	0.13112	0.14383	0.07102	0.10524	0.09654	0.09866	0.06062	0.12598	0.03281	0.16488	0.06205	0.08581	0.06062	0.07662	0.10079	0.0824	0.07233	0.06904	0.11405	0.10598	0.11515	0.09245	0.13144	0.0624	0.06476	0.11112	0.06171	0.07568	0.06722	0.08493	0.07285	0.06491	0.12589	0.07664	0.0651	0.05262	0.19038	0.04886	0.07852	0.06632	0.06168	0.07887	0.09196	0.04885	0.0671	0.06705	0.03428	0.14875	0.13778	0.09967	0.05551	0.09786	0.04981	0.0809	0.1044	0.02144	0.13852	0.08071	0.0692	0.11302	0.02801	0.13969	0.09702	0.08792	0.06978	0.12302	0.08312	0.06048	0.01953	0.16893	0.0847	0.16197	0.09515	0.06709	0.12161	0.06491	0.14971	0.07871	0.09231	0.03223	0.12088	0.08529	0.14692	0.05901	0.07291	0.09785	0.09196	0.084	0.12579	0.05586	0.12014	0.08407	0.07235	0.04847
ERBB4_P255_F	0.05418	0.03485	0.02466	0.02818	0.03884	0.02846	0.03207	0.03349	0.02893	0.04847	0.02765	0.02997	0.02459	0.0319	0.02423	0.02589	0.02449	0.04229	0.04763	0.03916	0.03689	0.03854	0.02914	0.03522	0.03033	0.02946	0.0274	0.02781	0.03535	0.03729	0.03229	0.03407	0.04848	0.02804	0.03354	0.02738	0.03934	0.02743	0.04376	0.046	0.02824	0.02711	0.03169	0.01657	0.02025	0.02522	0.02626	0.04513	0.0694	0.04223	0.03445	0.03644	0.04264	0.02788	0.03068	0.02168	0.0449	0.02645	0.02355	0.06263	0.02253	0.07303	0.0339	0.04542	0.0318	0.0475	0.03094	0.03204	0.01875	0.08572	0.02745	0.04916	0.03788	0.02702	0.05649	0.02855	0.03264	0.03158	0.04078	0.51572	0.0522	0.06	0.06021	0.03711	0.03699	0.03576	0.03732	0.03569	0.06693	0.04981	0.06644	0.03772	0.04441	0.02118
ERBB4_P541_F	0.07232	0.08153	0.0318	0.05726	0.0838	0.04826	0.03054	0.04631	0.0357	0.10103	0.03017	0.05035	0.02737	0.04073	0.04997	0.05391	0.03899	0.06674	0.08107	0.04742	0.03492	0.06584	0.0513	0.02987	0.03764	0.03729	0.03062	0.04396	0.0438	0.04018	0.04721	0.03396	0.0977	0.03511	0.03813	0.04353	0.12199	0.03893	0.0536	0.05209	0.04335	0.04067	0.05285	0.03091	0.03525	0.04104	0.03069	0.11133	0.12	0.08418	0.0458	0.09389	0.05554	0.0283	0.05449	0.02241	0.12473	0.04186	0.07226	0.09718	0.02725	0.18486	0.04693	0.08376	0.05216	0.10099	0.05515	0.04176	0.03143	0.18366	0.04328	0.0813	0.04812	0.03134	0.10297	0.03409	0.08019	0.06306	0.09031	0.70106	0.06964	0.03727	0.09347	0.03552	0.0575	0.06963	0.05081	0.05829	0.09151	0.03125	0.06951	0.05872	0.05654	0.02381
ERCC1_P354_F	0.04371	0.02687	0.039	0.02848	0.03367	0.02927	0.02931	0.03579	0.02423	0.04143	0.02541	0.04047	0.0294	0.03694	0.03156	0.02602	0.0229	0.02812	0.04231	0.04497	0.02838	0.02635	0.0316	0.02769	0.02711	0.02883	0.02801	0.03502	0.03555	0.04382	0.02958	0.028	0.03517	0.02915	0.02714	0.02782	0.02336	0.02614	0.02963	0.0402	0.02793	0.03792	0.02931	0.02209	0.03472	0.03045	0.03278	0.02685	0.0344	0.02575	0.03495	0.03112	0.0238	0.02935	0.02861	0.03424	0.03022	0.03243	0.05901	0.02787	0.03246	0.03705	0.03514	0.0405	0.02996	0.02558	0.02711	0.02637	0.02987	0.03361	0.03694	0.04478	0.02876	0.02865	0.03164	0.02159	0.03524	0.03258	0.02644	0.04413	0.02779	0.03388	0.04259	0.03261	0.05065	0.04178	0.03894	0.04953	0.04324	0.03287	0.04254	0.03513	0.04482	0.03511
ERCC1_P440_R	0.13717	0.08686	0.05952	0.08728	0.12033	0.05389	0.05573	0.08529	0.05111	0.0936	0.07198	0.04985	0.05682	0.06949	0.05621	0.04464	0.02758	0.03552	0.09394	0.04056	0.08551	0.05875	0.06294	0.07012	0.0491	0.10119	0.05659	0.05224	0.05563	0.06844	0.06206	0.04272	0.10565	0.05885	0.06944	0.04952	0.08438	0.04198	0.07867	0.0794	0.06659	0.08012	0.06524	0.06323	0.0721	0.06762	0.02112	0.13215	0.07752	0.09121	0.05594	0.12215	0.05198	0.05329	0.0661	0.02637	0.11381	0.04373	0.05238	0.08748	0.09731	0.07553	0.06865	0.05841	0.08659	0.09965	0.03558	0.09427	0.02376	0.0822	0.12744	0.08055	0.073	0.06701	0.06491	0.04142	0.08724	0.08029	0.04764	0.0364	0.05589	0.09744	0.1322	0.06959	0.08523	0.09991	0.06156	0.07711	0.07248	0.05	0.06304	0.13973	0.08783	0.02942
ERCC3_P1210_R	0.92839	0.92821	0.94292	0.92873	0.9373	0.9177	0.86467	0.92241	0.9261	0.92025	0.87191	0.93635	0.90843	0.90585	0.94393	0.93529	0.93408	0.93781	0.9097	0.93397	0.93883	0.93586	0.93605	0.90679	0.92134	0.94403	0.92224	0.91169	0.93081	0.89484	0.94112	0.93737	0.90804	0.93191	0.95087	0.93807	0.93084	0.92787	0.94046	0.89689	0.9336	0.93031	0.94626	0.9377	0.9443	0.917	0.85673	0.94646	0.93876	0.91914	0.91749	0.95035	0.92116	0.95252	0.93863	0.91319	0.93299	0.85629	0.94669	0.94909	0.95218	0.932	0.95458	0.94082	0.93868	0.95109	0.95354	0.90104	0.94882	0.95139	0.94096	0.9414	0.94691	0.95139	0.94269	0.9146	0.93767	0.95151	0.94831	0.9568	0.91626	0.91052	0.91361	0.68656	0.9183	0.93661	0.87455	0.9066	0.9351	0.93958	0.91365	0.94947	0.936	0.93501
ERCC6_P698_R	0.6806	0.60429	0.68553	0.70678	0.71258	0.65733	0.48018	0.62992	0.63738	0.61341	0.57275	0.63734	0.60049	0.60471	0.65444	0.5988	0.56076	0.59298	0.65886	0.65469	0.70917	0.64014	0.61201	0.61569	0.6181	0.65622	0.59692	0.65332	0.59969	0.67459	0.60599	0.63613	0.63077	0.70246	0.63291	0.65779	0.57849	0.58545	0.61963	0.67294	0.70201	0.71346	0.68865	0.70084	0.7103	0.64984	0.76399	0.67959	0.5986	0.593	0.61858	0.61128	0.69374	0.57599	0.61767	0.5741	0.59545	0.66862	0.66627	0.61962	0.66656	0.53206	0.54963	0.59247	0.68139	0.57031	0.58601	0.57914	0.4558	0.6316	0.58848	0.63403	0.62525	0.6242	0.62701	0.48792	0.59761	0.72013	0.60585	0.64467	0.62286	0.58743	0.61106	0.63711	0.63238	0.71151	0.58281	0.60379	0.65657	0.64241	0.54372	0.60781	0.72189	0.45782
ERG_E28_F	0.32203	0.46784	0.52468	0.42831	0.26223	0.22801	0.25459	0.2206	0.47584	0.31157	0.17979	0.47821	0.22581	0.35777	0.31534	0.35697	0.46511	0.53165	0.39493	0.31253	0.53189	0.33944	0.45105	0.27079	0.52701	0.38427	0.22875	0.28773	0.38594	0.37908	0.47905	0.50481	0.28279	0.52204	0.39577	0.47142	0.29948	0.42117	0.39858	0.44391	0.39695	0.28998	0.53247	0.44456	0.45735	0.28254	0.64528	0.3276	0.35239	0.27869	0.15905	0.19958	0.11046	0.09527	0.19146	0.80045	0.28921	0.0933	0.14491	0.26027	0.25335	0.26847	0.15281	0.22522	0.86559	0.34842	0.35126	0.1057	0.04113	0.49087	0.48657	0.45963	0.18113	0.11137	0.27059	0.14089	0.45135	0.25719	0.24373	0.90462	0.7353	0.21341	0.34949	0.07891	0.71697	0.41634	0.19292	0.68966	0.39628	0.13986	0.40516	0.08045	0.16042	0.55628
ERN1_P809_R	0.366	0.3024	0.38112	0.36708	0.38732	0.30903	0.29362	0.29309	0.28639	0.26856	0.24316	0.33831	0.40929	0.29426	0.25756	0.2506	0.23071	0.3396	0.3225	0.33289	0.37818	0.30039	0.41866	0.34162	0.23879	0.37009	0.38708	0.27088	0.32126	0.34739	0.29726	0.37869	0.35241	0.34266	0.37128	0.40092	0.20219	0.41909	0.36093	0.33003	0.32073	0.36714	0.41453	0.22154	0.34703	0.33059	0.21889	0.38497	0.26962	0.26798	0.13628	0.42579	0.11749	0.79365	0.30968	0.06291	0.22999	0.14906	0.81935	0.25329	0.60485	0.28504	0.6007	0.36218	0.62893	0.25737	0.37618	0.28933	0.07861	0.33176	0.3478	0.21517	0.32723	0.23622	0.39212	0.26835	0.29536	0.80044	0.53855	0.78873	0.24542	0.34371	0.36764	0.22423	0.24015	0.69214	0.22148	0.29603	0.40339	0.56176	0.43303	0.11838	0.59195	0.85211
ESR1_E298_R	0.09047	0.0867	0.08031	0.0743	0.09986	0.06738	0.07793	0.07308	0.06929	0.07976	0.05866	0.07639	0.07753	0.08172	0.08221	0.07154	0.03508	0.07777	0.08276	0.11549	0.08181	0.075	0.09045	0.07435	0.0634	0.06918	0.06548	0.09273	0.09406	0.08077	0.08364	0.07107	0.06656	0.06718	0.08444	0.06677	0.07267	0.06015	0.06614	0.10744	0.06078	0.08568	0.1166	0.07566	0.06734	0.07152	0.03953	0.05597	0.06035	0.09695	0.0606	0.05504	0.05862	0.0596	0.05376	0.84104	0.05943	0.05119	0.07762	0.04583	0.06517	0.1246	0.05511	0.05251	0.0732	0.06869	0.40042	0.06372	0.03199	0.17067	0.09542	0.09089	0.05661	0.12117	0.17798	0.04551	0.21629	0.06765	0.07522	0.76382	0.06825	0.0575	0.09275	0.28307	0.08624	0.06095	0.07764	0.32615	0.12362	0.0296	0.09577	0.16266	0.1068	0.24964
ESR1_P151_R	0.24569	0.37244	0.25334	0.22126	0.2976	0.24227	0.16234	0.26731	0.12687	0.23993	0.15992	0.26228	0.14087	0.18311	0.24416	0.24455	0.14809	0.17849	0.2624	0.21748	0.26064	0.35639	0.30062	0.15478	0.1123	0.3011	0.10923	0.19748	0.16378	0.15051	0.25248	0.12915	0.23841	0.21529	0.3162	0.18844	0.38663	0.14101	0.26892	0.22929	0.22107	0.20272	0.21951	0.16629	0.19359	0.21518	0.29138	0.20162	0.56231	0.28701	0.07064	0.42934	0.85378	0.91354	0.2988	0.86395	0.25875	0.05882	0.4733	0.37611	0.08315	0.5552	0.79897	0.32463	0.11755	0.51553	0.76132	0.10008	0.06068	0.30204	0.67414	0.25555	0.19538	0.12943	0.24778	0.09227	0.40867	0.12983	0.45897	0.92362	0.21538	0.35747	0.23301	0.58129	0.65715	0.19698	0.21573	0.52365	0.24173	0.51295	0.61301	0.75097	0.22759	0.7523
ESR2_E66_F	0.08923	0.06639	0.06586	0.08928	0.1099	0.08425	0.05869	0.0574	0.05903	0.09498	0.06019	0.09546	0.09028	0.07606	0.0723	0.06929	0.07124	0.09727	0.09203	0.06163	0.10235	0.07909	0.06259	0.06419	0.0485	0.06006	0.07138	0.07351	0.06062	0.07896	0.06526	0.05372	0.05808	0.09191	0.05723	0.05817	0.06611	0.05389	0.04479	0.08176	0.07975	0.07524	0.09545	0.04802	0.08546	0.08624	0.02489	0.05399	0.03906	0.06312	0.04371	0.06757	0.06052	0.03922	0.06193	0.01948	0.06339	0.07973	0.07437	0.03941	0.09646	0.0772	0.07125	0.05484	0.44788	0.06483	0.0476	0.06676	0.03449	0.04491	0.06281	0.05053	0.07577	0.08476	0.06939	0.63106	0.07206	0.0459	0.03958	0.89635	0.09834	0.06286	0.07208	0.09412	0.10128	0.0573	0.05105	0.06277	0.09006	0.05382	0.06758	0.08447	0.08168	0.04628
ESR2_P162_F	0.27929	0.20343	0.25967	0.2481	0.30313	0.28347	0.1251	0.16431	0.11823	0.20001	0.15948	0.20743	0.19267	0.17206	0.22889	0.15616	0.17914	0.17066	0.21869	0.147	0.2623	0.21061	0.17144	0.19714	0.10595	0.17748	0.16177	0.22448	0.1555	0.24083	0.19445	0.17141	0.18482	0.26746	0.18005	0.20347	0.16518	0.19974	0.14812	0.19279	0.22769	0.20867	0.28953	0.24098	0.24593	0.25037	0.05672	0.22176	0.14176	0.17012	0.15799	0.19067	0.2528	0.1213	0.15185	0.22415	0.16118	0.25553	0.26892	0.20087	0.03421	0.17207	0.15381	0.19556	0.56174	0.2074	0.29016	0.20096	0.07958	0.20317	0.22972	0.16247	0.24845	0.22105	0.23723	0.50612	0.21622	0.26984	0.20841	0.84026	0.1564	0.16785	0.25501	0.21057	0.25594	0.10296	0.15496	0.19209	0.14025	0.17914	0.17921	0.24912	0.34706	0.20248
ETS1_E253_R	0.34318	0.27909	0.31018	0.33476	0.32171	0.27413	0.41942	0.23758	0.24118	0.30373	0.31848	0.28155	0.28817	0.27679	0.24329	0.20544	0.23423	0.25924	0.28384	0.25323	0.31935	0.21416	0.21407	0.26244	0.265	0.30445	0.27157	0.25745	0.2371	0.28179	0.23759	0.21834	0.3111	0.26912	0.24729	0.24384	0.30053	0.21425	0.28312	0.24545	0.30748	0.32743	0.32225	0.32293	0.28609	0.26421	0.44979	0.33585	0.15381	0.24807	0.26242	0.28165	0.28165	0.1899	0.19804	0.4776	0.22726	0.26417	0.24699	0.18029	0.29592	0.20836	0.16734	0.22642	0.22151	0.23186	0.18963	0.28904	0.51529	0.29598	0.31995	0.25391	0.20908	0.33932	0.27341	0.23914	0.26042	0.21398	0.1724	0.12438	0.2555	0.22841	0.20965	0.2872	0.25804	0.15073	0.13084	0.24169	0.21694	0.14816	0.26463	0.20629	0.29247	0.23514
ETS1_P559_R	0.0309	0.02732	0.02807	0.02616	0.03089	0.02822	0.03435	0.02859	0.02671	0.03734	0.02295	0.02482	0.03358	0.03575	0.02326	0.02861	0.02725	0.03721	0.04002	0.02881	0.02542	0.02674	0.02898	0.02693	0.02738	0.02797	0.02777	0.02811	0.02966	0.03565	0.02723	0.02591	0.0336	0.0241	0.02473	0.02934	0.02826	0.03926	0.02914	0.03108	0.0331	0.02866	0.02981	0.0341	0.02322	0.029	0.02187	0.02267	0.03377	0.02116	0.03251	0.02902	0.02825	0.02722	0.02907	0.18304	0.02442	0.03267	0.0214	0.02417	0.04849	0.03033	0.02724	0.0281	0.02677	0.02387	0.02563	0.024	0.01725	0.03553	0.03997	0.02707	0.03029	0.02607	0.02767	0.02346	0.02734	0.03421	0.02179	0.03154	0.04103	0.02816	0.03577	0.02457	0.03326	0.02597	0.02759	0.04077	0.03023	0.02038	0.02632	0.02986	0.0411	0.02675
ETS2_P684_F	0.08883	0.06951	0.07723	0.07969	0.09871	0.10302	0.05387	0.09149	0.07319	0.08049	0.04023	0.08828	0.07499	0.07426	0.07397	0.0577	0.05794	0.08029	0.11648	0.08757	0.09028	0.07179	0.05638	0.07353	0.06259	0.05103	0.06141	0.09276	0.06063	0.08967	0.0704	0.07614	0.10375	0.09879	0.07466	0.0495	0.06673	0.04444	0.07821	0.06235	0.08581	0.17598	0.10944	0.05589	0.0769	0.07506	0.02432	0.04408	0.06657	0.05767	0.06374	0.05836	0.07009	0.03242	0.05402	0.05111	0.04694	0.05771	0.04991	0.07369	0.02864	0.05186	0.04667	0.06453	0.21925	0.08165	0.06322	0.05062	0.07416	0.09108	0.06895	0.07127	0.04903	0.05067	0.13709	0.60225	0.06293	0.06961	0.06087	0.06148	0.04534	0.09492	0.11408	0.05524	0.06409	0.04584	0.05825	0.0606	0.13661	0.05313	0.06053	0.04095	0.049	0.03944
ETS2_P835_F	0.12269	0.10291	0.13206	0.11684	0.14848	0.20092	0.07044	0.13934	0.11225	0.15745	0.05648	0.17748	0.1038	0.13672	0.14948	0.12849	0.12347	0.17827	0.16573	0.20749	0.12192	0.16406	0.1177	0.10152	0.10645	0.08168	0.10804	0.1797	0.15991	0.17328	0.12186	0.10558	0.17206	0.14669	0.16069	0.10237	0.13897	0.11161	0.09316	0.11839	0.13254	0.25575	0.14829	0.08832	0.14047	0.12258	0.2476	0.11107	0.10937	0.0896	0.05085	0.12232	0.09667	0.04512	0.12369	0.05833	0.08384	0.10773	0.05752	0.12468	0.09803	0.07442	0.06002	0.07595	0.43259	0.12181	0.07974	0.07695	0.0341	0.15645	0.08144	0.15659	0.09342	0.1041	0.34069	0.75131	0.08323	0.10977	0.07302	0.07448	0.04665	0.14706	0.16685	0.05835	0.09394	0.06246	0.09698	0.11051	0.19001	0.03781	0.10121	0.12347	0.11358	0.04644
ETV1_P235_F	0.12136	0.09832	0.06618	0.1267	0.15065	0.1062	0.07769	0.11179	0.08004	0.20612	0.04906	0.07325	0.06513	0.07604	0.06825	0.08615	0.10441	0.10135	0.14368	0.06377	0.07101	0.10512	0.09788	0.06909	0.05871	0.07877	0.06947	0.08082	0.08119	0.10007	0.12158	0.10673	0.2577	0.07498	0.11407	0.07192	0.28741	0.0688	0.12887	0.07956	0.09164	0.06797	0.07113	0.08476	0.07312	0.07926	0.05943	0.2917	0.29161	0.10519	0.11004	0.3009	0.17696	0.07355	0.04991	0.0445	0.288	0.09441	0.10185	0.38483	0.0431	0.40064	0.08223	0.24677	0.11891	0.23798	0.10242	0.09871	0.03393	0.67495	0.06681	0.16407	0.11851	0.09159	0.29671	0.06035	0.17776	0.21551	0.30141	0.9408	0.03729	0.19247	0.21843	0.11311	0.11261	0.13624	0.14431	0.11434	0.42081	0.03927	0.19693	0.09819	0.0903	0.04291
ETV1_P515_F	0.13767	0.12283	0.13529	0.11937	0.18563	0.09577	0.08826	0.09863	0.09516	0.15782	0.07802	0.10464	0.08574	0.1075	0.11219	0.12621	0.07871	0.13637	0.13738	0.07075	0.1162	0.09894	0.09638	0.07412	0.10507	0.10689	0.08478	0.07873	0.10415	0.14661	0.13641	0.13591	0.16783	0.08281	0.09983	0.11228	0.19808	0.09383	0.1376	0.10832	0.1109	0.12495	0.0903	0.13176	0.12596	0.11176	0.07189	0.13147	0.19746	0.11111	0.08736	0.1592	0.10865	0.0725	0.11207	0.08109	0.18439	0.18899	0.05817	0.21012	0.12662	0.22223	0.08984	0.16948	0.12254	0.1431	0.1285	0.09758	0.04244	0.53321	0.09631	0.15417	0.11946	0.10527	0.18277	0.07157	0.18824	0.16196	0.1277	0.87345	0.10397	0.19208	0.19425	0.08893	0.132	0.13358	0.13794	0.11873	0.21129	0.06603	0.14049	0.09931	0.09269	0.07045
ETV6_E430_F	0.20515	0.10397	0.13083	0.1091	0.16884	0.10521	0.0938	0.09506	0.07569	0.09719	0.08597	0.11122	0.1413	0.13455	0.10305	0.0975	0.07183	0.12817	0.11559	0.09161	0.12741	0.12314	0.09995	0.10059	0.10152	0.10465	0.1486	0.11252	0.1849	0.17649	0.1042	0.16663	0.08636	0.18929	0.06119	0.07183	0.12192	0.10172	0.18292	0.18857	0.17652	0.17243	0.1725	0.05636	0.14867	0.089	0.24045	0.24654	0.1077	0.09413	0.14298	0.09551	0.11252	0.1152	0.14602	0.07739	0.09752	0.06832	0.06656	0.07617	0.05556	0.1097	0.07947	0.0722	0.12262	0.08084	0.06112	0.13216	0.04905	0.15873	0.10728	0.08808	0.10689	0.15514	0.13115	0.06965	0.09181	0.1152	0.09237	0.06472	0.14863	0.30797	0.20767	0.10597	0.12496	0.07787	0.09738	0.12019	0.1271	0.08407	0.10712	0.20585	0.13633	0.1568
