	logFC	AveExpr	t	P.Value	adj.P.Val	B
SRC	-0.0885948936170213	0.625133404255319	-3.09370850835308	0.00260707586392529	0.00848404348938401	-2.56511862898663
IGFBP7	0.0472365957446808	0.460545744680851	3.08784853252989	0.00265411411035102	0.00860067357278307	-2.58161426274976
PTCH2	-0.0484306382978723	0.654078723404255	-3.08242482088312	0.00269835159842467	0.0087072858302107	-2.59685914949237
PTPRO	0.0247270212765957	0.0369341489361702	3.0793009993663	0.00272414016271952	0.00875372236388532	-2.6056296362118
EGF	-0.0578074468085107	0.898920106382979	-3.06099570575714	0.00287991420803874	0.00921572546572396	-2.65687809661069
PCDH1	0.00638468085106383	0.0518827659574468	3.04983893520462	0.00297886680979601	0.00949282037312587	-2.68799078890713
PXN	0.0318002127659575	0.161310957446809	3.04811919977159	0.00299439706065779	0.00950287992803793	-2.69277832355273
RHOC	0.0133972340425532	0.0618252127659574	3.04570575390527	0.00301631852892891	0.00953305609142963	-2.69949333854529
MBD2	-0.0613468085106383	0.621777021276596	-3.04289926753817	0.00304199701424614	0.00957481027434849	-2.70729645049188
PAX6	0.0880723404255319	0.181079787234043	3.03825787136038	0.00308490932345901	0.00967024636904701	-2.72018839406311
FGF9	-0.0240955319148936	0.220210106382979	-3.03688281532613	0.00309772977042936	0.00967096123451118	-2.72400465551957
CEBPA	0.0376070212765957	0.107168404255319	3.02625695861031	0.00319847781828384	0.00987841776752095	-2.75344737271629
H19	-0.0618489361702127	0.789610638297872	-3.02596606097025	0.00320127813260092	0.00987841776752095	-2.75425221803363
RIPK3	-0.0804153191489362	0.317186170212766	-3.02581136198541	0.00320276826056343	0.00987841776752095	-2.75468020786995
PEG10	0.0735908510638297	0.246988829787234	3.02245446899811	0.0032352619096826	0.00990010591890366	-2.76396295799108
FGFR4	-0.0263944680851064	0.859107234042553	-3.02242160851263	0.00323558149172503	0.00990010591890366	-2.7640537846518
SPI1	-0.0474161702127659	0.528989787234043	-3.00939545403108	0.00336459353792682	0.0102539993536817	-2.79999429459945
BMP2	0.0231751063829787	0.0612415957446808	3.00117232190995	0.00344846949674236	0.0104680813181745	-2.82261704998217
MAS1	-0.0221542553191491	0.904699255319149	-2.99827558620474	0.00347847387952433	0.0105175903128925	-2.83057416036258
PLXDC2	0.0525742553191489	0.0819147872340426	2.99122385480799	0.00355252763216189	0.010699377339217	-2.84991826890025
EPS8	-0.0276234042553192	0.287645957446808	-2.98723619116122	0.00359504644183224	0.0107851393254967	-2.86084049863967
CCND2	0.0647593617021277	0.0821432978723404	2.98281375491705	0.00364275075956495	0.0108857298962875	-2.87293952068465
FANCA	-0.0684982978723404	0.86219829787234	-2.97618108796338	0.00371539386431679	0.0110597770844779	-2.89105762333516
TMEFF1	0.00538234042553192	0.0380796808510638	2.968157095952	0.00380506303094561	0.0112829668253522	-2.91293180685003
FGF1	-0.0531304255319149	0.78057329787234	-2.95612652742786	0.00394325535864742	0.0116477696747739	-2.9456368063744
GLI2	-0.027885744680851	0.935873723404255	-2.9330913949339	0.00422085801517528	0.0123935577978939	-3.00795045656766
APC	0.0925540425531915	0.35179170212766	2.93251654495941	0.00422801060292733	0.0123935577978939	-3.00950034340454
SERPINA5	-0.04564	0.760859361702128	-2.92454311972001	0.00432837892106513	0.0126395247580913	-3.03097193685823
HHIP	0.0526097872340425	0.162379361702128	2.92180832426127	0.0043633065521785	0.0126932554245193	-3.03832526208739
MMP10	-0.0667231914893617	0.51431670212766	-2.91810816037642	0.00441097673347811	0.0127835099294762	-3.04826516573559
CTSL	0.0662453191489362	0.396690744680851	2.91131027385151	0.0044998076654741	0.0129919258912936	-3.06649929314989
FLI1	0.0720876595744681	0.209683191489362	2.90592343034562	0.00457136620629599	0.0131490983012559	-3.0809233981899
RIPK2	-0.00875765957446809	0.0629424468085106	-2.90446922354468	0.00459086253036421	0.0131559045646258	-3.08481344644995
NTSR1	0.0360540425531915	0.0994921276595745	2.8891594020865	0.00480081237714513	0.0137064085711801	-3.12566913906585
SIN3B	-0.0428623404255319	0.907823936170213	-2.87567554942292	0.00499299590920215	0.0142022994750639	-3.16150270097306
TFAP2C	0.017401914893617	0.0580515957446808	2.87303020536159	0.00503151922737228	0.0142590655594904	-3.16851630086428
MAPK10	-0.0732459574468086	0.81374914893617	-2.86252271252772	0.00518724790120437	0.0146463470151653	-3.19632145776076
TESK2	0.00888042553191489	0.0308310638297872	2.85975599395739	0.00522898231412559	0.0147101040924852	-3.20362861650979
FES	0.0775546808510638	0.18611414893617	2.85766005667193	0.00526080331153524	0.0147311418286319	-3.20916023789505
FGFR2	-0.0115353191489362	0.079208085106383	-2.85674032474123	0.00527482292040856	0.0147311418286319	-3.2115865316101
GSTP1	0.0363636170212766	0.0997054255319149	2.85499873259259	0.00530146424623544	0.0147519005112638	-3.21617913519057
THBS1	0.0194410638297872	0.0476324468085106	2.85015130956166	0.00537626727709428	0.0149060406816188	-3.22894949189789
ZNFN1A1	-0.0338725531914894	0.842418829787234	-2.84377248404077	0.00547617774546881	0.0151284334838851	-3.24572652139543
CLK1	-0.0345827659574468	0.190436063829787	-2.83797935273172	0.00556838710649011	0.0153280333253921	-3.2609357556982
CTSD	-0.0637808510638297	0.583297659574468	-2.82965599848921	0.00570336338471332	0.0156435109980708	-3.28274217941425
LIG3	-0.0699834042553191	0.624712978723404	-2.80062124070848	0.00619801486219	0.0169397701571599	-3.3583882073124
IL17RB	0.0612527659574468	0.224005106382979	2.79728849373132	0.0062572367016309	0.0170409850597608	-3.3670291097028
CDKN1B	0.0710868085106383	0.0964851063829787	2.7931439293246	0.00633160617873189	0.0171825920327424	-3.37776271005322
EPHA7	0.0358753191489362	0.0932140425531915	2.75462894685627	0.00706236813017528	0.0190982349435726	-3.47686441226075
ETS1	-0.0354612765957447	0.262852553191489	-2.75263653609854	0.00710218625590202	0.0191385229632728	-3.48195928248356
BMP6	0.0684187234042553	0.130102553191489	2.75117687277909	0.00713148733496644	0.0191502876687211	-3.48568985723481
TNFRSF1A	0.0290455319148937	0.868457446808511	2.73677345674914	0.00742658769428967	0.0198263579823251	-3.52241161549081
GDF10	0.0457587234042553	0.319388936170213	2.73545129194908	0.00745422666546307	0.0198263579823251	-3.52577428398266
COL1A2	0.0956648936170212	0.128907553191489	2.73512908017401	0.00746097647660236	0.0198263579823251	-3.52659355733683
DSG1	-0.0162253191489362	0.891173936170213	-2.73391234329609	0.0074865153839509	0.0198263579823251	-3.52968655882782
ERCC6	-0.0306280851063829	0.626628936170213	-2.72866015000651	0.00759767370387419	0.0200515924555855	-3.54302443564084
NRG1	0.0327546808510638	0.0905935106382979	2.71589219471199	0.00787419339997916	0.0207077858675703	-3.5753573662804
EGFR	0.0106640425531915	0.0464179787234043	2.71471083256104	0.00790023601458084	0.0207077858675703	-3.57834245461774
IGF2	0.0712853191489362	0.226587978723404	2.7009468800165	0.00820948577528456	0.021395926363364	-3.61303977887941
FGF8	0.0259736170212766	0.0677097872340426	2.70012623167147	0.00822826734093227	0.021395926363364	-3.61510378046174
CCKBR	0.0111427659574468	0.0468745744680851	2.6993378765456	0.00824634661921322	0.021395926363364	-3.61708605715837
ACVR1C	-0.0191621276595745	0.112505957446809	-2.69796773563825	0.00827785388906983	0.0214053595515341	-3.6205300262226
MUSK	-0.0223225531914894	0.835557234042553	-2.69242372681188	0.0084064622974451	0.0216649766591874	-3.63445011821993
ONECUT2	0.0399844680851064	0.162152021276596	2.68754889629016	0.00852104472751351	0.0218868306044494	-3.64666978165596
XRCC1	-0.024035319148936	0.928223404255319	-2.67654398618427	0.00878494819184646	0.0224216970268616	-3.67418592389905
CAPG	-0.0635076595744681	0.320233404255319	-2.67643204465299	0.00878767031912152	0.0224216970268616	-3.67446532028738
TIMP3	-0.0132925531914893	0.944591170212766	-2.66803417778663	0.0089940813616614	0.022872365846874	-3.69539711049684
MMP2	0.0439631914893617	0.134042872340426	2.66403522148524	0.00909390948020415	0.0229741556248951	-3.7053447342998
MLLT4	-0.0511272340425532	0.122664468085106	-2.6640341404702	0.00909393660152098	0.0229741556248951	-3.70534742165368
EVI2A	-0.0340004255319148	0.879777021276596	-2.66129247229338	0.00916295816507489	0.0230726290845164	-3.7121600726582
SMO	0.0561246808510638	0.086181914893617	2.64111714414827	0.00968566058319234	0.0243091089146788	-3.76210751659845
FLT1	0.0247044680851064	0.0568115957446809	2.63464829060778	0.00985888664735106	0.0246531851049652	-3.77805305358155
SHH	0.0633859574468085	0.333415957446809	2.63360984514727	0.00988695444313708	0.0246531851049652	-3.78060965650149
TERT	0.0231146808510638	0.0630281914893617	2.62598253463165	0.0100953372231418	0.0250913235837311	-3.79936112616304
FASTK	-0.0222278723404255	0.138822446808511	-2.57956370927405	0.0114514547335418	0.0283700555979359	-3.9124673134576
CDH11	0.0333195744680851	0.0814342553191489	2.57228557763506	0.0116783879159519	0.0288392344676882	-3.93004322255773
NNAT	0.0123442553191489	0.914362765957447	2.57099918765781	0.0117189167104573	0.0288465642103565	-3.93314524032476
FGF5	0.0432682978723404	0.120776063829787	2.55650690048391	0.0121843451632008	0.029896412413221	-3.96799910719767
PADI4	-0.058967659574468	0.828064042553191	-2.54923140347904	0.0124242210186552	0.0303012679607853	-3.98543212722253
ABO	0.0489855319148936	0.160557659574468	2.5491101532691	0.0124282544370408	0.0303012679607853	-3.98572229246861
HIC1	-0.0683240425531916	0.778699255319149	-2.54784669973928	0.012470353695331	0.0303076950570069	-3.98874516358129
CCNE1	-0.0142582978723404	0.117610425531915	-2.5385234291475	0.0127850000664932	0.0309650902156323	-4.01101122690133
APBA1	0.021703829787234	0.0737187234042553	2.53745580228547	0.0128214826674102	0.0309650902156323	-4.01355642794639
SOX2	0.0566085106382979	0.11819085106383	2.53225437491031	0.0130005664314929	0.0312991693397697	-4.02594319545716
PROK2	0.0210142553191489	0.0502484042553192	2.5265347136334	0.0132000853259127	0.0316047383632008	-4.0395385400632
NOTCH4	0.0945125531914894	0.422277553191489	2.52625840775188	0.0132097929877441	0.0316047383632008	-4.04019462696378
PURA	0.0596170212765958	0.091278085106383	2.51272188828447	0.0136933061722996	0.0326598109948016	-4.07226040620584
SERPINE1	0.0435653191489362	0.246329680851064	2.50445319637536	0.0139964139941747	0.0331767477735507	-4.09177360397325
CSPG2	0.051165744680851	0.242026276595745	2.50445248124895	0.0139964404669667	0.0331767477735507	-4.09177528916354
DDR1	-0.0149825531914894	0.112727659574468	-2.4944826401016	0.0143699012645054	0.0339571820650466	-4.1152282814622
BCL2A1	-0.0206814893617022	0.955718617021277	-2.48119391898868	0.0148815613275537	0.0350584021458934	-4.14636136218478
NEFL	0.0980576595744681	0.345469893617021	2.47327759590463	0.0151940619050468	0.0356851362173576	-4.16483867000261
RAB32	0.0483553191489362	0.106874042553191	2.47208224343083	0.0152417558222698	0.0356880136326317	-4.16762421879101
HPSE	-0.0158789361702128	0.104876063829787	-2.47031777553194	0.015312401913353	0.0357444518828424	-4.17173382924105
ABCB4	-0.00780808510638291	0.94795170212766	-2.46519444319656	0.0155191936817894	0.0361173962048918	-4.18365196735913
TNFSF8	-0.0543693617021276	0.803944042553192	-2.46259256824692	0.015625165613372	0.0362370003321711	-4.18969626256768
CD9	0.00974595744680852	0.0725946808510638	2.46161975416052	0.0156649532685948	0.0362370003321711	-4.19195472365584
HDAC11	0.00407	0.0377343617021277	2.45167596912578	0.016076873018766	0.0370781936288657	-4.21499504076574
ID1	0.0109472340425532	0.0726936170212766	2.45012313752666	0.0161420649448955	0.0370820036228882	-4.21858564659358
CSF2	-0.0498123404255319	0.862145106382979	-2.44933857244148	0.0161750927261296	0.0370820036228882	-4.22039903309343
RBP1	0.049616170212766	0.0595344680851064	2.44536848180889	0.0163431483920081	0.0373557677531613	-4.22956738569938
EPHB4	-0.0423857446808511	0.441726914893617	-2.44290999708787	0.0164479969750571	0.0374838625425633	-4.2352383478801
FANCE	0.0379770212765957	0.117328936170213	2.43031474873059	0.0169946276299712	0.0386150118929523	-4.26421297356966
HBII-13	-0.0160772340425532	0.896942446808511	-2.42841881420407	0.0170782986165707	0.0386906588127618	-4.26856304409663
MAD2L1	0.0179957446808511	0.772380425531915	2.42386598949145	0.0172807245228722	0.0390341071575466	-4.2789969267689
EPHB2	-0.00606276595744681	0.0426456382978723	-2.4125767082719	0.0177919167925892	0.0399745349050353	-4.30479455736808
TRIP6	-0.037511914893617	0.131780425531915	-2.41159631222939	0.0178369394308201	0.0399745349050353	-4.30702989164269
GJB2	0.0247995744680851	0.0964393617021277	2.41124254687644	0.0178532102505561	0.0399745349050353	-4.30783629117559
GABRA5	-0.0375051063829786	0.737247872340426	-2.38251939949829	0.0192191766740974	0.0429079293189152	-4.37296129335515
ROR1	0.00933489361702128	0.0579848936170213	2.37559172876755	0.0195622157808712	0.0435471933904611	-4.38856533521749
IPF1	0.0701797872340425	0.487010957446809	2.37130255607225	0.0197773176301609	0.043898785953652	-4.39820619926525
CARD15	-0.0685912765957447	0.342272872340426	-2.36251010178791	0.0202248292424641	0.0447627344617073	-4.4179209264031
EIF2AK2	-0.0114727659574468	0.0923659574468085	-2.35236892463854	0.0207521164242729	0.0457977741777058	-4.44057914984688
DAB2	0.0424182978723404	0.0636910638297872	2.34952039735537	0.0209023987133211	0.0459972556212911	-4.44692799622086
HGF	0.0768555319148936	0.344056489361702	2.3401774164873	0.021402100818678	0.0469623240821278	-4.4677038403308
IGFBP3	0.0209929787234043	0.0656479787234042	2.33658359719722	0.0215971105904011	0.0472552163345529	-4.47567577376334
SPP1	-0.0652517021276596	0.456014787234043	-2.3292820931105	0.0219981550453402	0.0479959746443785	-4.49183867124997
P2RX7	0.0423804255319149	0.16926914893617	2.32709251630338	0.0221196965858489	0.0481244390309688	-4.49667683496134
PDE1B	-0.0132002127659574	0.120428191489362	-2.32454553591769	0.0222618236597808	0.0482968377703718	-4.50229963576102
ABL1	0.0194627659574468	0.110277978723404	2.30548248816412	0.0233514445926663	0.050518054780754	-4.54420971654257
CEACAM1	-0.0183587234042553	0.0920993617021277	-2.28686289012825	0.0244608581025233	0.0527694916369041	-4.58484767044923
CDK6	-0.00959021276595745	0.119443404255319	-2.28422955650508	0.0246214494063398	0.0529671516640588	-4.59057126428401
COL18A1	0.0323623404255319	0.109390106382979	2.27044676175967	0.0254772103669783	0.0546550211224562	-4.62043220201695
TNFSF10	-0.0394823404255319	0.112963085106383	-2.26691791051562	0.0257004748890734	0.0549804031053158	-4.6280515924738
MMP19	-0.0156187234042554	0.880910212765957	-2.25438576187388	0.0265073186825631	0.0564805521235286	-4.65502485655273
GAS1	0.0301136170212766	0.0501831914893617	2.25375053948751	0.0265488011934815	0.0564805521235286	-4.65638849455901
ZP3	0.0510768085106383	0.094943085106383	2.24972157579764	0.0268132375052517	0.0568855425525782	-4.66502948823215
RYK	0.0109387234042553	0.06676	2.24558632832209	0.0270870499961637	0.0573081388348588	-4.67388401352668
MPO	-0.0285612765957445	0.83604085106383	-2.24028002602924	0.0274419932773602	0.0578995902115731	-4.68522463100635
UGT1A1	-0.00903787234042563	0.966297234042553	-2.23879969135266	0.0275417387318832	0.0579508365646201	-4.68838410377844
ZMYND10	-0.0360457446808511	0.135459893617021	-2.23534695990137	0.0277756206839851	0.0582832696319688	-4.69574597008921
EFNA1	0.00547978723404255	0.0381356382978723	2.23150303575992	0.0280380466522549	0.0586736235120757	-4.70392992984264
SEZ6L	0.0432425531914894	0.0722540425531915	2.22486394637103	0.0284964159013036	0.0594707810114162	-4.71803517284527
ZIM3	-0.016456170212766	0.958165106382979	-2.22233916704259	0.0286724428711037	0.0596473190229514	-4.72338934244459
NOTCH1	0.00577425531914893	0.045246914893617	2.22142605628775	0.0287363385917865	0.0596473190229514	-4.72532438376404
SLC5A8	0.0419493617021277	0.331198936170213	2.17518362060983	0.0321393624238685	0.0665310790876846	-4.82238325246344
TNFRSF10C	0.0539242553191489	0.104497872340426	2.17391892731351	0.0322371667044178	0.0665541506155722	-4.82501186026478
MALT1	-0.0120491489361702	0.0960975531914894	-2.16099760008696	0.0332513698371046	0.0684052107430654	-4.85178909497602
HLA-DRA	0.0307082978723404	0.0882458510638298	2.16009353364918	0.0333233579176122	0.0684052107430654	-4.85365721612617
RARRES1	0.0588174468085107	0.0924385106382979	2.1591205901543	0.0334009818081374	0.0684052107430654	-4.85566687190424
FGR	-0.0148953191489363	0.949137234042553	-2.149919985096	0.0341428338057088	0.0697385541563414	-4.87463061056873
TGFB3	-0.0587474468085106	0.78396414893617	-2.14697753121954	0.0343830869447026	0.0699087278866158	-4.88067995250105
JAK2	0.00963510638297872	0.0827596808510638	2.14667097086484	0.0344082020066937	0.0699087278866158	-4.88130977338294
TGFB1	-0.00724212765957439	0.941346595744681	-2.14209579164735	0.0347849218922713	0.0704543919779111	-4.89069969087367
ASCL1	0.0182353191489362	0.0583059574468085	2.14080444227445	0.0348918970352357	0.0704543919779111	-4.89334672173817
SEMA3F	0.0221770212765957	0.152612553191489	2.14008061468605	0.0349519835202918	0.0704543919779111	-4.89482980394135
WRN	-0.0144591489361702	0.11318829787234	-2.13875851808122	0.035061965346779	0.0704910716919535	-4.89753753289607
PPARD	-0.0238204255319149	0.118923404255319	-2.12583313865376	0.0361531013540608	0.072494991749135	-4.92392953268274
COL6A1	0.00338531914893617	0.0236541489361702	2.09633047545766	0.0387543804924066	0.0775087609848131	-4.98362600851998
HLA-F	0.0394427659574468	0.0411041489361702	2.08904073894449	0.0394214875213747	0.0786381880945863	-4.99825937964376
APBA2	-0.0235972340425532	0.920844787234043	-2.08622481005684	0.0396818218883823	0.0789524331872476	-5.00389963500666
NOTCH3	0.0409993617021277	0.121743085106383	2.08396340734698	0.0398919620201843	0.0790791092441107	-5.00842416926733
CSK	-0.0219534042553191	0.181223085106383	-2.08332536682609	0.0399514249827018	0.0790791092441107	-5.00969992986048
ESR1	0.0339040425531915	0.143156276595745	2.07660103714521	0.0405827668764785	0.0801222749643586	-5.02312357366581
ARHGAP9	-0.0239717021276595	0.888953085106383	-2.07511702700624	0.0407232512675198	0.0801934794191159	-5.02608074697145
PTPNS1	0.0116046808510638	0.0272970212765957	2.0641929307295	0.041770331225835	0.0820450495689036	-5.04778977502695
TES	-0.0304527659574468	0.244511063829787	-2.03463458070631	0.0447203170769086	0.0876153150894537	-5.10600531015657
ROR2	0.0277327659574468	0.114236170212766	2.03183272069352	0.0450089975617069	0.0879565143190608	-5.11148378161618
TFPI2	0.0250717021276596	0.0794722340425532	2.02609413896259	0.0456052401987853	0.0888954935854495	-5.1226828560393
THPO	-0.0319827659574468	0.898498191489362	-2.02174160788728	0.0460619692842951	0.0895584617983257	-5.13115766111784
PDGFA	-0.0187948936170213	0.217608936170213	-2.01847883439697	0.0464069073336523	0.0900012748289014	-5.13749965673665
CYP2E1	-0.0382729787234042	0.852846914893617	-2.0149398498338	0.0467835418824447	0.090503174220951	-5.14436792798351
CDH17	-0.0202478723404255	0.908006063829787	-2.00179785374899	0.0482051276855713	0.0929850329799509	-5.16977651777331
DMP1	0.00856744680851061	0.90729329787234	2.00085399554398	0.0483086304153651	0.0929850329799509	-5.17159549439382
PLSCR3	-0.0335068085106383	0.365549574468085	-1.98312889752364	0.0502878592903183	0.0965526898374111	-5.20560853791925
SLC22A2	-0.00919340425531924	0.957149680851064	-1.97765919524087	0.0509123958159897	0.0972505873695321	-5.21604832591998
ABCC2	-0.0288546808510638	0.830992234042553	-1.97727605594823	0.0509563893762284	0.0972505873695321	-5.21677861442989
EPHA1	-0.0252170212765957	0.0613995744680851	-1.97662489281813	0.0510312326952102	0.0972505873695321	-5.21801947550912
LRP2	0.0288727659574468	0.0618078723404255	1.97345365570383	0.0513970663344676	0.0977053142199781	-5.22405723646047
CD40	0.0482474468085106	0.104606489361702	1.96808930117057	0.0520209756081509	0.0986471833754566	-5.23425020725249
MGMT	0.0201240425531915	0.111294574468085	1.96205786776882	0.0527301465178641	0.0997456958761566	-5.2456802295376
GNMT	0.0327159574468085	0.081861170212766	1.95736806573046	0.0532872282968147	0.100551821454432	-5.2545454430984
EXT1	-0.0143176595744681	0.137518191489362	-1.95380536552096	0.0537137579881705	0.101108250330674	-5.26126701982134
CREB1	-0.0242206382978723	0.131043936170213	-1.95164416299373	0.0539739078324157	0.101349538423705	-5.26533896161723
CAV2	0.00672787234042553	0.0482843617021277	1.94634571829627	0.054616220641336	0.10230550598182	-5.27530424239039
SLIT2	0.041758085106383	0.449488404255319	1.94244643384766	0.0550930456320584	0.102947588918299	-5.28262204265454
FER	-0.0373640425531915	0.34213414893617	-1.93420733684774	0.0561121709582286	0.104597444893009	-5.29803987773028
PYCARD	0.042571914893617	0.0606893617021277	1.92830782109363	0.056851665946365	0.105719320694451	-5.30904250367787
IL13	-0.00875765957446813	0.944264787234043	-1.91852103453752	0.0580965916325492	0.107773387376323	-5.32722647204729
TIAM1	0.0342406382978723	0.0803432978723404	1.91232111885597	0.0588970992894947	0.10899511386586	-5.33870176625049
FAT	0.0326525531914894	0.215971808510638	1.90163154475164	0.060299142731455	0.111321494273455	-5.35840623211513
DLC1	-0.0578244680851064	0.607221382978723	-1.89700192521158	0.0609150310766541	0.112188834213118	-5.36690846502358
POMC	0.0205634042553191	0.0822410638297872	1.89477564364953	0.0612130784972372	0.112468048530809	-5.37099017216466
FGF7	-0.0130212765957447	0.90764170212766	-1.89054244166642	0.0617831915965055	0.113244608940611	-5.37873916670479
MLLT6	-0.0099963829787234	0.082333085106383	-1.88481704936153	0.0625613661647536	0.114397926701264	-5.3891941250372
ITGB1	-0.0147259574468085	0.196674893617021	-1.87896407613363	0.0633653780329653	0.115513502931846	-5.39985168895035
ST6GAL1	-0.0306806382978723	0.173412021276596	-1.8781906857179	0.0634722633297383	0.115513502931846	-5.40125764287701
ERG	-0.0664665957446809	0.353317978723404	-1.87482233406737	0.063939548202137	0.116088825104589	-5.4073747451665
IL11	0.01901	0.0780713829787234	1.8716777335909	0.0643783945886372	0.116609922273758	-5.41307631564409
MAP3K1	-0.0315770212765957	0.203717234042553	-1.86381251942203	0.0654871009163433	0.118339043538239	-5.42729810366975
ERBB3	0.0106165957446808	0.10733	1.85001184750349	0.0674711401973172	0.121638111905023	-5.45211796854068
PHLDA2	-0.00827148936170212	0.102467659574468	-1.82621647894276	0.0710100142148904	0.127718245707344	-5.49451014044037
ACVR1	0.0504085106382978	0.746335957446808	1.82152772931351	0.0717252626962402	0.128703275118487	-5.50280307389964
ERBB4	0.0188446808510638	0.04204	1.81857532753542	0.0721787085845952	0.129215030752842	-5.50801476632209
APOA1	0.0276987234042553	0.809804680851064	1.81746763028956	0.0723494489692402	0.129219480949713	-5.5099680849043
NKX3-1	0.0191108510638298	0.0676622340425532	1.81587521401606	0.0725954925481794	0.12935809345012	-5.5127742172346
COL4A3	0.0130885106382979	0.0381553191489362	1.81257113818405	0.0731082243649494	0.129821301904542	-5.51858930150833
WNT1	0.0413702127659575	0.131080638297872	1.81140476143524	0.0732899420470375	0.129821301904542	-5.52063973684172
DNMT2	0.0195093617021277	0.846771063829787	1.81093933533838	0.073362558628348	0.129821301904542	-5.5214575907081
SMAD4	0.00293212765957447	0.0284898936170213	1.80861798896148	0.073725632520143	0.130133934497282	-5.5255337718087
MLLT3	0.00269531914893617	0.0268976595744681	1.80764588365928	0.0738781190635612	0.130133934497282	-5.52723929805936
SH3BP2	0.0280382978723404	0.250171489361702	1.80218982343299	0.0747388376034801	0.131348803843187	-5.53679591132382
KRT1	-0.0307508510638298	0.76238414893617	-1.79919431182669	0.075214921818973	0.131784095087846	-5.54203127366543
MMP1	-0.0104255319148935	0.965581063829787	-1.79847441774546	0.0753297106035992	0.131784095087846	-5.54328824766292
FYN	-0.00887446808510638	0.064383829787234	-1.79578110047416	0.0757604558333895	0.132236432000098	-5.54798676368436
MSH3	-0.021516595744681	0.893717234042553	-1.77334400455532	0.0794287846155854	0.138210956038397	-5.58687297031396
DIRAS3	-0.0162108510638298	0.895830106382979	-1.77265758197441	0.0795432845950152	0.138210956038397	-5.58805542422189
MAPK12	0.0288572340425532	0.0700641489361702	1.77057900555521	0.0798908371790292	0.138501496509017	-5.59163343830498
FN1	0.0293921276595745	0.0764705319148936	1.76675837843179	0.0805329436350951	0.139285210464033	-5.59819994313262
ODC1	0.00648191489361702	0.0313292553191489	1.76573520081531	0.080705623250644	0.139285210464033	-5.59995622530048
ALPL	0.0323970212765958	0.0455017021276596	1.76381521220556	0.0810304803792733	0.139532307020811	-5.60324931401713
COL1A1	0.0506617021276596	0.356245957446809	1.75890054366987	0.0818669462664657	0.140657303652451	-5.61166349271223
COPG2	0.00352936170212766	0.0290304255319149	1.7554299939678	0.082461903341259	0.140892737128234	-5.61759202991657
IMPACT	0.0205317021276596	0.0470881914893617	1.75493202328908	0.0825475620301987	0.140892737128234	-5.6184417852763
LOX	0.0410217021276596	0.207303191489362	1.75479059991095	0.0825719024056014	0.140892737128234	-5.61868307416096
APP	0.00366617021276596	0.0466607446808511	1.75382765380702	0.0827377922458768	0.140892737128234	-5.62032551669432
PLAGL1	-0.0274423404255319	0.824907553191489	-1.74925038711708	0.083530089816161	0.141927232254008	-5.62812116172994
IL6	0.0445023404255319	0.251047765957447	1.74607996023214	0.0840825234531972	0.142550503337871	-5.63350960580513
LIF	0.0233489361702128	0.0499240425531915	1.74257110963296	0.0846974255191946	0.143276702199871	-5.63946256115502
ABCC5	0.00424127659574468	0.0404476595744681	1.73083840601464	0.086780395543423	0.146477678631536	-5.65928624271883
BCL2L2	0.0106127659574468	0.0847929787234043	1.72962723557256	0.0869977939585913	0.146522600351312	-5.66132549906112
PALM2-AKAP2	0.0105036170212766	0.101615212765957	1.71796316659579	0.0891143758361847	0.149758951077002	-5.68089583884261
ERN1	0.0534608510638298	0.352767446808511	1.70350976166111	0.0917953947762525	0.15392764888245	-5.70497376720741
DLL1	0.0240270212765957	0.0471518085106383	1.69302435283672	0.0937813053169653	0.156915125236229	-5.72232179307383
MAPK14	-0.0221612765957447	0.174444255319149	-1.6745629723	0.097362847576741	0.162460912001021	-5.75262116187637
IL4	-0.0131382978723405	0.856901276595745	-1.67328791829643	0.0976142576213281	0.162460912001021	-5.7547022764426
EPHA2	0.0459044680851064	0.480418404255319	1.67269982826221	0.0977303923756143	0.162460912001021	-5.75566164089997
C4B	-0.0359751063829787	0.505416063829787	-1.67109389898709	0.0980480993826991	0.16263702014236	-5.75827981190103
PTPRG	0.00667765957446809	0.0696135106382979	1.66313882193178	0.0996342648022314	0.164911886569211	-5.7712141682229
ERCC1	0.00286957446808511	0.0330009574468085	1.66130616844472	0.100002610402421	0.165165601696902	-5.7741856842966
CASP10	0.0276321276595745	0.0992418085106383	1.65249944088108	0.101788095438508	0.16775377102312	-5.78842208746459
PEG3	0.0275946808510638	0.392408829787234	1.63472923241716	0.10546933902581	0.173448506149512	-5.81693096573628
MCM6	-0.00950170212765957	0.0807940425531915	-1.63321340515972	0.105788261424166	0.173601249516581	-5.81934935285258
TYK2	-0.0291648936170213	0.208269042553191	-1.62867592909265	0.106747571123799	0.174536118979993	-5.82657588861726
NES	0.0413529787234042	0.219602659574468	1.62837015563873	0.106812468646611	0.174536118979993	-5.82706219075344
PTCH	0.00288382978723404	0.0429704255319149	1.62324342873783	0.107905306878436	0.175947506757195	-5.83520289113517
CD34	-0.0173942553191489	0.285112446808511	-1.60333295530408	0.112235071332669	0.182619777083666	-5.86658847460599
ENC1	0.0334025531914894	0.0898191489361702	1.60182576259535	0.112568417049372	0.182774935082278	-5.86894939917556
TGFA	-0.00415191489361702	0.0540102127659574	-1.59003654777839	0.115203275978942	0.18665847247221	-5.88734396080428
MME	0.0435893617021277	0.181593404255319	1.58573392485552	0.116177090246272	0.18784001117713	-5.89402523891539
